id,gender,age,annual_income,spending_core
578507.0,Female,66,63,50
224104.0,Male,26,62,55
496683.0,Male,67,54,41
881385.0,Female,41,99,39
62630,Female,23,29,87
834470.0,Female,32,48,47
897981.0,Female,37,97,32
84245,Female,49,39,28
820378.0,Male,27,88,69
410507.0,Female,66,63,50
125466.0,Male,18,48,59
122960.0,Female,30,78,73
989368.0,Female,33,86,95
568026.0,Male,29,28,82
37811,Male,67,19,14
523158.0,Female,30,78,78
179466.0,Male,18,48,59
579836.0,Female,21,33,81
664099.0,Male,48,61,42
496274.0,Female,60,50,56
367842.0,Male,24,38,92
296536.0,Female,29,73,88
131958.0,Female,30,78,78
219326.0,Female,31,70,77
236998.0,Male,32,126,74
761391.0,Female,34,103,23
391051.0,Female,49,42,52
950698.0,Female,27,60,50
199097.0,Female,47,60,47
764937.0,Female,44,73,7
814671.0,Male,70,49,55
878935.0,Male,20,73,5
221519.0,Female,51,67,43
226157.0,Male,37,78,1
607964.0,Female,31,81,93
332223.0,Female,46,25,5
116772.0,Male,28,87,75
732804.0,Female,23,16,77
706690.0,Female,50,58,46
25202,Male,21,15,81
216205.0,Female,31,17,40
559775.0,Female,52,88,13
911489.0,Female,34,58,60
210648.0,Female,27,40,47
346104.0,Male,26,62,55
909515.0,Female,18,65,48
547900.0,Male,20,61,49
614059.0,Female,27,46,51
94604,Female,23,16,77
228420.0,Female,35,23,98
452697.0,Female,47,60,47
694052.0,Male,33,42,60
135503.0,Male,67,62,59
95151,Male,43,78,17
81626,Male,29,28,82
935767.0,Male,42,86,20
519685.0,Female,21,54,57
681413.0,Female,58,20,15
158093.0,Male,48,60,49
857959.0,Male,34,78,1
532206.0,Female,22,17,76
206547.0,Male,48,77,36
381976.0,Female,30,88,86
665182.0,Female,32,97,86
462643.0,Male,48,39,36
63181,Female,37,97,32
872679.0,Female,23,54,52
228524.0,Male,39,69,91
877162.0,Female,29,79,83
32058,Male,69,44,46
542099.0,Male,48,61,42
73319,Female,51,67,43
788541.0,Female,57,75,5
106201.0,Male,19,15,39
43331,Male,47,71,9
719672.0,Female,47,49,42
40466,Male,18,48,59
892907.0,Female,66,63,50
758391.0,Female,34,103,23
984030.0,Female,23,29,87
403267.0,Female,43,48,50
485503.0,Male,67,62,59
734014.0,Female,24,20,77
385750.0,Male,34,78,90
784436.0,Female,21,33,81
606354.0,Female,38,78,76
517252.0,Male,33,42,60
134086.0,Male,48,54,46
333872.0,Female,47,49,42
596766.0,Female,36,85,75
723152.0,Male,39,78,88
468306.0,Female,21,62,42
9731,Male,47,71,9
141610.0,Female,30,19,72
732683.0,Male,67,54,41
734786.0,Male,30,99,97
726858.0,Male,69,44,46
497309.0,Male,68,63,43
561929.0,Male,59,71,11
542447.0,Female,50,40,55
76636,Female,21,33,81
357411.0,Male,67,19,14
673762.0,Female,29,79,83
274673.0,Female,60,50,49
347344.0,Female,32,76,87
534343.0,Female,28,76,40
134509.0,Male,68,63,43
603196.0,Female,35,120,79
92084,Female,46,54,44
91404,Female,23,16,77
913040.0,Female,20,37,75
678617.0,Female,35,21,35
532483.0,Male,67,54,41
778835.0,Female,49,33,14
991634.0,Male,18,33,92
874478.0,Male,40,54,48
314663.0,Female,67,47,52
751473.0,Female,60,50,49
591534.0,Female,31,72,71
449324.0,Male,39,69,91
910533.0,Female,25,72,34
542004.0,Female,23,16,77
785448.0,Female,27,40,47
752431.0,Male,60,30,4
992916.0,Female,19,65,50
868122.0,Female,38,67,40
59347,Male,48,77,36
228843.0,Male,48,39,36
199944.0,Female,32,76,87
518083.0,Male,67,54,41
757812.0,Female,35,19,99
296998.0,Male,32,126,74
466565.0,Male,50,85,26
855442.0,Male,24,38,92
805556.0,Female,27,78,89
78459,Female,27,46,51
841351.0,Male,43,78,17
510980.0,Male,35,93,90
83482,Male,38,54,55
199433.0,Male,53,33,4
884177.0,Male,58,88,15
337884.0,Female,46,54,44
715466.0,Male,18,48,59
155967.0,Male,42,86,20
462561.0,Female,56,79,35
31968,Female,33,86,95
725314.0,Male,19,64,46
835936.0,Female,29,73,88
609393.0,Male,33,113,8
268008.0,Female,23,18,94
315769.0,Female,36,87,27
778660.0,Male,53,46,46
81019,Male,52,23,29
788423.0,Female,46,25,5
920013.0,Female,58,20,15
368644.0,Female,31,39,61
706182.0,Female,32,97,86
866820.0,Female,35,23,98
249540.0,Female,35,74,72
85782,Female,32,97,86
320386.0,Male,30,99,97
157509.0,Male,68,63,43
314716.0,Female,19,65,50
376880.0,Female,49,54,42
886500.0,Male,20,61,49
602574.0,Male,36,87,92
552182.0,Female,32,97,86
530223.0,Female,46,25,5
725676.0,Male,26,54,54
407421.0,Male,35,24,35
150802.0,Male,21,15,81
839526.0,Female,31,70,77
638569.0,Female,36,87,27
548735.0,Male,20,73,5
389645.0,Female,49,39,28
558169.0,Female,36,87,27
205060.0,Male,53,46,46
507062.0,Male,19,46,55
680610.0,Female,30,19,72
362806.0,Female,22,17,76
901911.0,Male,65,63,52
431073.0,Female,60,50,49
130805.0,Female,31,17,40
438837.0,Female,42,34,17
103212.0,Female,35,19,99
208487.0,Female,55,57,58
87008,Female,23,18,94
200866.0,Male,18,48,59
523086.0,Male,48,54,46
531020.0,Female,35,23,98
20207,Female,35,18,6
623838.0,Female,30,34,73
877963.0,Male,19,81,5
310208.0,Female,23,18,94
620792.0,Female,32,103,69
463689.0,Female,34,58,60
146846.0,Female,24,39,65
48047,Female,50,40,55
633017.0,Female,35,21,35
147987.0,Female,54,101,24
837309.0,Male,68,63,43
451550.0,Male,34,78,90
218214.0,Female,24,20,77
882420.0,Female,35,23,98
952484.0,Female,46,54,44
983134.0,Female,31,72,71
48485,Female,21,54,57
841035.0,Female,49,33,14
842971.0,Male,40,87,13
879741.0,Female,57,75,5
468860.0,Male,53,46,46
117632.0,Female,21,30,73
865698.0,Female,27,60,50
587524.0,Male,39,69,91
61033,Male,53,33,4
235016.0,Male,22,20,79
544148.0,Female,32,77,74
636835.0,Female,49,33,14
146040.0,Female,20,37,75
355842.0,Male,24,38,92
241235.0,Female,49,33,14
926747.0,Male,48,77,36
745061.0,Male,70,46,56
280302.0,Female,49,62,48
927038.0,Female,30,34,73
559420.0,Female,35,23,98
632818.0,Male,20,21,66
279170.0,Male,32,87,63
720115.0,Female,18,65,48
209880.0,Female,49,54,42
980470.0,Female,32,48,47
577374.0,Male,36,87,92
224763.0,Male,19,81,5
409318.0,Female,49,65,59
280218.0,Male,20,21,66
800664.0,Female,54,47,59
855241.0,Female,65,38,35
938823.0,Female,46,25,5
939558.0,Female,30,78,78
732270.0,Female,32,48,47
714500.0,Male,20,61,49
575722.0,Female,38,67,40
247901.0,Female,23,62,41
732237.0,Female,42,34,17
574483.0,Male,67,54,41
892673.0,Female,60,50,49
399138.0,Male,32,73,73
24330,Male,38,71,75
773291.0,Female,68,59,55
947289.0,Female,34,58,60
941872.0,Female,47,49,42
200629.0,Female,40,29,31
306874.0,Female,60,50,56
544007.0,Female,35,18,6
542628.0,Male,35,28,61
956944.0,Female,32,76,87
117430.0,Female,23,29,87
481544.0,Female,32,76,87
463754.0,Female,38,78,76
309656.0,Male,47,43,41
504208.0,Female,23,18,94
997927.0,Male,43,71,35
343386.0,Male,30,99,97
765651.0,Female,49,42,52
711961.0,Female,56,79,35
476801.0,Male,19,15,39
251407.0,Female,35,18,6
735014.0,Female,24,20,77
585396.0,Female,35,120,79
531387.0,Female,54,101,24
665423.0,Female,46,25,5
272166.0,Female,36,85,75
961881.0,Male,57,54,51
523664.0,Female,54,47,59
751889.0,Female,34,58,60
968392.0,Female,32,103,69
47402,Male,21,15,81
574949.0,Female,34,78,22
988601.0,Male,19,15,39
275027.0,Female,45,28,32
862855.0,Female,50,43,45
116954.0,Female,38,78,76
251951.0,Male,43,78,17
258363.0,Male,19,81,5
641486.0,Male,48,54,46
155074.0,Female,60,50,56
574414.0,Female,24,20,77
596563.0,Male,19,81,5
169575.0,Female,52,88,13
591214.0,Female,24,20,77
898680.0,Female,49,54,42
296602.0,Male,21,15,81
966792.0,Female,32,103,69
896995.0,Female,47,120,16
450263.0,Female,67,47,52
248763.0,Male,19,81,5
433278.0,Male,40,54,48
495412.0,Female,35,19,99
694926.0,Female,31,70,77
321269.0,Male,19,48,59
474881.0,Male,57,54,51
954896.0,Male,24,60,52
254684.0,Female,46,54,44
862556.0,Female,27,78,89
652506.0,Female,21,62,42
462490.0,Female,50,58,46
253727.0,Male,43,71,35
555284.0,Female,46,54,44
969761.0,Female,56,79,35
295922.0,Female,38,67,40
422340.0,Female,35,74,72
665729.0,Male,59,71,11
575535.0,Male,20,73,5
759723.0,Female,40,69,58
991192.0,Female,32,103,69
912928.0,Male,40,71,95
62933,Female,25,72,34
826542.0,Male,32,75,93
117595.0,Female,47,120,16
809124.0,Male,39,69,91
449074.0,Female,60,50,56
816240.0,Female,20,37,75
100221.0,Male,35,24,35
988129.0,Male,59,71,11
225741.0,Female,57,75,5
710755.0,Female,47,78,16
97685,Female,21,54,57
758150.0,Male,34,78,90
917366.0,Female,36,85,75
435399.0,Male,32,137,18
160616.0,Male,22,20,79
709516.0,Female,19,65,50
160327.0,Male,43,71,35
576372.0,Male,28,87,75
592927.0,Male,43,71,35
661266.0,Male,18,48,59
53648,Female,27,40,47
337016.0,Male,22,20,79
182339.0,Male,19,74,10
329350.0,Male,34,78,90
783321.0,Male,27,67,56
151827.0,Female,45,28,32
195521.0,Male,27,67,56
145637.0,Female,42,34,17
323340.0,Female,35,74,72
213980.0,Male,35,93,90
83246,Female,24,39,65
633475.0,Male,59,54,47
945725.0,Female,23,70,29
667741.0,Female,57,75,5
38648,Female,27,40,47
575720.0,Female,50,67,57
569172.0,Male,28,87,75
556629.0,Female,40,29,31
576036.0,Female,21,33,81
631995.0,Female,47,120,16
569818.0,Male,20,21,66
388928.0,Male,40,71,95
471755.0,Female,47,78,16
316057.0,Female,51,44,50
797269.0,Male,19,48,59
932048.0,Female,27,40,47
54498,Female,27,60,50
932558.0,Female,30,78,78
283562.0,Female,29,79,83
285104.0,Male,26,62,55
923475.0,Male,59,54,47
849407.0,Female,35,18,6
374110.0,Male,66,63,48
265278.0,Male,40,54,48
841807.0,Female,35,18,6
81638,Female,30,34,73
595034.0,Male,18,33,92
872449.0,Female,29,40,42
906092.0,Male,18,59,41
777714.0,Male,19,64,46
238798.0,Male,32,126,74
397386.0,Male,30,99,97
586256.0,Male,47,43,41
750847.0,Female,50,40,55
38661,Male,70,46,56
866655.0,Female,50,43,45
590676.0,Male,26,54,54
989451.0,Female,49,42,52
754653.0,Female,31,43,54
658165.0,Male,50,85,26
915211.0,Male,67,19,14
209327.0,Male,43,71,35
980869.0,Male,19,48,59
585881.0,Male,57,54,51
61593,Male,33,113,8
211574.0,Male,36,87,92
665130.0,Male,38,71,75
958194.0,Female,38,113,91
779463.0,Female,67,47,52
420726.0,Female,31,70,77
792649.0,Female,29,40,42
366213.0,Female,58,20,15
114305.0,Male,49,62,56
249900.0,Male,20,61,49
131505.0,Male,49,62,56
46185,Female,41,99,39
850227.0,Female,45,28,32
72912,Female,19,63,54
417154.0,Female,38,78,76
707091.0,Female,68,59,55
117157.0,Male,37,78,1
488650.0,Female,31,40,42
44831,Male,60,30,4
175639.0,Female,36,37,26
247193.0,Male,33,113,8
583078.0,Male,40,54,48
100966.0,Female,36,85,75
898674.0,Female,60,50,56
212295.0,Female,32,60,42
517696.0,Male,24,60,52
815471.0,Male,70,49,55
867762.0,Female,29,79,83
192968.0,Female,33,86,95
79077,Female,45,54,53
553742.0,Male,32,75,93
131441.0,Female,65,38,35
955798.0,Male,32,126,74
310233.0,Male,53,33,4
885283.0,Male,67,54,41
964322.0,Female,38,67,40
37616,Male,22,20,79
245339.0,Male,19,74,10
807401.0,Male,19,15,39
311417.0,Female,35,21,35
590299.0,Male,48,61,42
57698,Female,27,60,50
935364.0,Female,31,81,93
454703.0,Male,67,62,59
761220.0,Female,35,23,98
814126.0,Female,31,70,77
320645.0,Female,49,39,28
880749.0,Female,34,78,22
922611.0,Male,67,19,14
932821.0,Male,35,24,35
