id,gender,age,annual_income,spending_core
49770,Male,32,87,63
636328.0,Male,40,71,95
280849.0,Female,29,40,42
31927,Male,43,71,35
200244.0,Female,31,39,61
599062.0,Male,19,46,55
671328.0,Male,40,71,95
43446,Female,24,39,65
104660.0,Male,53,46,46
858596.0,Female,35,120,79
607264.0,Female,54,47,59
45295,Female,32,60,42
575992.0,Female,32,103,69
701505.0,Male,49,62,56
650927.0,Male,43,71,35
778038.0,Female,30,34,73
859232.0,Female,21,30,73
14417,Female,35,21,35
150576.0,Female,30,88,86
156184.0,Female,29,98,88
694981.0,Female,37,97,32
91035,Female,49,33,14
943384.0,Female,29,98,88
326677.0,Female,45,54,53
858676.0,Male,26,54,54
155822.0,Male,25,24,73
290292.0,Male,18,59,41
895795.0,Female,47,120,16
793693.0,Male,48,60,49
215592.0,Female,32,103,69
805045.0,Female,49,39,28
187172.0,Male,28,87,75
526420.0,Female,35,23,98
692705.0,Male,49,62,56
27576,Female,30,88,86
476466.0,Male,18,48,59
818774.0,Male,36,87,92
698777.0,Male,58,88,15
297389.0,Female,41,103,17
389055.0,Female,50,43,45
274741.0,Female,57,75,5
680473.0,Female,60,50,49
428340.0,Female,35,74,72
922166.0,Female,36,85,75
767362.0,Female,29,79,83
809622.0,Male,25,24,73
82988,Male,28,101,68
597660.0,Male,53,46,46
272803.0,Female,20,16,6
374589.0,Female,41,103,17
506090.0,Female,50,58,46
183193.0,Male,33,113,8
793735.0,Male,20,73,5
788443.0,Male,48,39,36
436908.0,Male,54,63,46
130103.0,Male,67,62,59
15879,Female,23,54,52
446689.0,Female,34,58,60
261556.0,Female,27,78,89
857679.0,Female,23,54,52
736128.0,Male,40,71,95
819626.0,Male,29,28,82
818496.0,Male,24,60,52
106657.0,Female,51,44,50
806212.0,Female,35,19,99
701525.0,Female,23,70,29
913429.0,Female,40,29,31
39588,Male,28,101,68
48499,Male,48,61,42
579787.0,Female,54,101,24
882449.0,Female,29,40,42
13224,Male,31,25,73
763816.0,Male,22,20,79
869276.0,Male,26,54,54
101510.0,Male,66,63,48
735214.0,Female,24,20,77
312553.0,Female,44,78,20
38024,Male,31,25,73
548826.0,Male,29,28,82
174332.0,Male,39,71,75
100586.0,Male,30,99,97
536620.0,Female,35,23,98
174557.0,Male,37,78,1
613644.0,Female,31,39,61
54541,Female,57,75,5
726071.0,Male,70,49,55
172675.0,Male,59,54,47
184741.0,Female,57,75,5
608243.0,Male,48,39,36
3760,Female,30,78,73
141940.0,Female,35,74,72
131904.0,Male,26,62,55
49794,Female,38,113,91
