id,gender,age,annual_income,spending_core
311201.0,Male,19,15,39
982176.0,Female,30,88,86
763626.0,Male,29,28,82
560202.0,Male,21,15,81
48520,Female,50,67,57
415663.0,Female,67,47,52
302615.0,Male,37,20,13
387056.0,Male,47,43,41
621537.0,Female,44,73,7
225321.0,Male,27,67,56
731397.0,Female,45,126,28
973796.0,Female,35,120,79
897780.0,Male,35,93,90
267771.0,Male,40,87,13
490933.0,Female,25,72,34
254589.0,Female,41,103,17
420875.0,Male,59,54,47
572483.0,Male,67,54,41
484319.0,Female,51,67,43
703042.0,Male,24,38,92
362891.0,Female,68,59,55
71912,Female,19,63,54
73760,Female,30,78,73
71370,Male,32,87,63
154946.0,Male,28,77,97
313747.0,Male,48,77,36
164472.0,Female,47,49,42
311834.0,Male,18,33,92
945459.0,Female,27,46,51
342029.0,Female,40,29,31
363365.0,Male,50,85,26
549626.0,Male,29,28,82
143123.0,Female,40,69,58
8758,Female,30,78,78
440088.0,Female,22,57,55
88793,Male,33,113,8
888068.0,Female,68,48,48
226669.0,Male,19,48,59
28720,Female,50,67,57
186935.0,Male,20,73,5
455574.0,Male,36,87,92
894359.0,Male,34,78,1
637778.0,Male,27,88,69
55457,Female,51,44,50
452539.0,Male,19,74,10
117735.0,Male,20,73,5
114336.0,Female,29,73,88
962128.0,Male,40,71,95
747763.0,Male,19,81,5
816573.0,Male,36,87,10
512755.0,Female,47,78,16
273725.0,Female,23,70,29
337618.0,Male,20,21,66
524936.0,Female,29,73,88
120767.0,Male,42,86,20
263779.0,Male,59,93,14
504487.0,Female,55,57,58
402467.0,Female,43,48,50
501913.0,Female,38,64,42
659515.0,Female,18,65,48
223767.0,Male,42,86,20
864958.0,Female,30,78,78
3014,Female,24,20,77
163590.0,Female,36,103,85
139152.0,Male,39,78,88
242392.0,Female,32,103,69
467400.0,Male,30,137,83
598561.0,Female,56,79,35
384452.0,Male,33,42,60
878452.0,Male,33,42,60
72596,Female,35,120,79
