id,gender,age,annual_income,spending_core
321396.0,Female,35,120,79
130558.0,Female,30,78,78
562391.0,Female,34,103,23
602362.0,Female,29,79,83
960839.0,Female,36,37,26
858126.0,Female,31,70,77
292011.0,Male,67,19,14
655102.0,Female,49,62,48
293487.0,Female,55,57,58
97218,Male,20,21,66
481032.0,Female,21,30,73
798184.0,Female,29,98,88
389703.0,Male,67,62,59
764968.0,Female,33,86,95
395482.0,Male,38,54,55
766464.0,Female,54,47,59
367845.0,Female,49,39,28
244031.0,Male,60,30,4
679492.0,Male,18,59,41
906818.0,Male,20,21,66
574127.0,Male,43,71,35
968277.0,Female,45,54,53
258189.0,Female,41,103,17
4366,Female,36,85,75
398926.0,Female,31,70,77
954550.0,Male,34,78,90
868069.0,Male,19,48,59
27934,Female,31,72,71
146455.0,Female,50,43,45
568291.0,Female,68,59,55
348652.0,Male,33,42,60
340911.0,Male,65,63,52
151982.0,Female,32,97,86
342767.0,Male,42,86,20
813702.0,Female,49,62,48
632971.0,Male,40,87,13
896566.0,Female,36,85,75
875703.0,Male,67,62,59
741934.0,Female,31,72,71
627445.0,Female,49,39,28
98387,Female,54,101,24
133843.0,Male,48,39,36
694496.0,Male,24,60,52
556864.0,Female,54,47,59
534941.0,Female,57,75,5
775996.0,Female,35,120,79
313680.0,Female,49,54,42
512220.0,Female,35,23,98
935282.0,Male,38,54,55
449846.0,Female,24,39,65
373393.0,Male,33,113,8
216732.0,Male,39,71,75
848844.0,Female,31,39,61
774623.0,Female,46,25,5
735199.0,Male,32,137,18
994739.0,Male,19,74,10
723440.0,Female,20,37,75
852157.0,Male,37,78,1
232876.0,Male,26,54,54
856746.0,Male,28,77,97
37386,Male,30,99,97
693465.0,Male,63,48,51
785841.0,Female,65,38,35
745761.0,Female,56,79,35
10818,Male,20,21,66
598795.0,Female,47,120,16
941597.0,Female,45,126,28
37316,Female,19,65,50
718120.0,Female,50,67,57
208881.0,Male,57,54,51
440209.0,Male,64,19,3
858514.0,Male,19,64,46
773649.0,Female,29,40,42
674056.0,Male,47,43,41
911529.0,Male,59,71,11
213941.0,Female,57,75,5
930018.0,Male,20,21,66
140473.0,Female,60,50,49
695659.0,Female,27,46,51
352012.0,Female,35,19,99
401238.0,Female,30,34,73
364367.0,Male,42,86,20
206397.0,Female,45,126,28
246353.0,Female,44,78,20
916643.0,Male,48,39,36
752873.0,Female,60,50,49
