id,gender,age,annual_income,spending_core
918625.0,Female,54,28,14
339636.0,Female,21,33,81
562943.0,Female,28,76,40
280974.0,Male,36,87,92
361773.0,Male,36,87,10
675075.0,Male,59,54,47
205935.0,Male,20,73,5
332598.0,Male,32,126,74
729537.0,Female,44,73,7
755365.0,Male,50,85,26
590821.0,Male,35,24,35
185275.0,Male,59,54,47
807194.0,Female,38,113,91
987948.0,Female,32,77,74
866808.0,Female,23,18,94
130760.0,Female,30,78,73
24600,Male,30,137,83
954791.0,Female,34,103,23
3841,Female,65,38,35
657039.0,Female,36,37,26
484956.0,Female,27,78,89
591148.0,Female,32,77,74
83064,Female,54,47,59
376149.0,Female,34,78,22
934739.0,Male,19,74,10
320015.0,Male,37,20,13
453530.0,Male,38,71,75
193452.0,Male,33,42,60
271657.0,Female,51,44,50
447447.0,Female,50,40,55
97156,Female,27,78,89
559154.0,Female,38,78,76
781351.0,Male,43,78,17
441350.0,Male,34,78,90
955010.0,Female,30,19,72
309837.0,Female,42,34,17
735747.0,Male,48,77,36
227244.0,Female,31,39,61
29610,Female,30,19,72
462193.0,Male,33,113,8
521849.0,Female,29,40,42
533389.0,Female,41,103,17
442615.0,Male,37,20,13
133305.0,Male,49,62,56
536967.0,Male,42,86,20
758213.0,Female,58,20,15
693601.0,Male,19,15,39
850653.0,Female,31,43,54
212787.0,Female,54,101,24
288517.0,Female,63,65,43
27981,Female,37,97,32
288053.0,Female,31,43,54
863851.0,Female,49,42,52
925852.0,Male,33,42,60
367366.0,Female,36,85,75
824520.0,Female,50,67,57
891410.0,Female,30,19,72
262276.0,Male,26,54,54
810901.0,Female,23,62,41
447719.0,Female,51,67,43
621541.0,Female,57,75,5
708747.0,Male,48,77,36
9579,Male,59,93,14
655440.0,Female,20,37,75
148749.0,Female,34,78,22
372863.0,Female,67,47,52
970827.0,Female,45,28,32
388893.0,Male,48,60,49
541844.0,Female,31,39,61
621607.0,Female,35,18,6
794053.0,Female,31,43,54
300116.0,Female,19,65,50
224145.0,Male,25,77,12
719807.0,Female,35,18,6
285427.0,Female,45,28,32
279556.0,Female,27,78,89
333301.0,Female,23,62,41
127285.0,Female,21,54,57
228454.0,Male,59,43,60
716198.0,Male,32,126,74
509378.0,Male,27,88,69
978658.0,Male,69,44,46
657404.0,Female,23,16,77
242231.0,Male,60,30,4
466866.0,Male,18,48,59
991664.0,Female,54,47,59
71708,Male,54,63,46
980551.0,Male,43,78,17
110262.0,Male,19,46,55
881894.0,Female,40,60,40
342786.0,Male,30,99,97
32134,Female,31,72,71
47540,Female,35,74,72
553857.0,Female,51,44,50
158399.0,Male,32,137,18
389142.0,Male,32,75,93
826677.0,Female,45,54,53
199756.0,Female,27,78,89
253506.0,Female,21,62,42
49611,Male,67,19,14
135515.0,Female,18,65,48
794682.0,Male,38,54,55
368228.0,Male,35,28,61
534313.0,Female,38,64,42
769631.0,Male,60,30,4
34267,Female,43,48,50
137469.0,Male,19,48,59
15937,Female,44,73,7
219028.0,Male,35,28,61
953694.0,Female,40,60,40
164961.0,Female,56,79,35
603905.0,Male,49,62,56
887834.0,Male,18,33,92
607077.0,Female,45,54,53
835513.0,Female,38,64,42
910264.0,Female,54,47,59
648810.0,Female,30,19,72
650072.0,Female,47,49,42
709131.0,Male,47,71,9
320373.0,Male,36,87,10
67509,Male,68,63,43
777198.0,Male,32,126,74
892086.0,Male,48,54,46
495905.0,Male,49,62,56
455467.0,Female,43,48,50
813713.0,Female,38,64,42
358022.0,Male,25,24,73
141792.0,Female,32,103,69
407380.0,Male,35,93,90
26877,Female,45,54,53
286959.0,Male,34,78,1
923333.0,Female,25,72,34
187365.0,Male,50,85,26
441955.0,Female,47,78,16
870806.0,Female,22,17,76
669210.0,Female,30,19,72
681787.0,Female,54,101,24
798159.0,Male,34,78,1
524878.0,Male,40,54,48
847164.0,Female,31,81,93
959201.0,Male,19,15,39
486510.0,Male,66,63,48
558999.0,Male,32,137,18
882507.0,Female,66,63,50
888061.0,Male,70,46,56
373387.0,Female,54,101,24
8983,Male,46,98,15
93002,Male,21,15,81
159218.0,Male,20,21,66
453395.0,Female,47,120,16
873981.0,Female,37,97,32
38903,Male,67,62,59
243567.0,Male,42,86,20
156035.0,Female,49,33,14
155424.0,Male,31,25,73
29205,Female,31,17,40
37538,Male,32,73,73
908090.0,Female,50,58,46
877319.0,Female,51,67,43
149791.0,Female,34,103,23
249061.0,Male,70,46,56
329030.0,Female,23,29,87
632293.0,Male,48,60,49
338410.0,Female,30,19,72
864295.0,Female,32,60,42
478290.0,Female,50,58,46
724674.0,Female,60,50,56
570185.0,Female,41,99,39
680666.0,Male,18,48,59
315158.0,Female,30,78,78
138841.0,Female,65,38,35
573642.0,Male,24,38,92
312258.0,Male,69,44,46
539307.0,Female,66,63,50
204158.0,Female,30,78,78
469557.0,Male,37,78,1
226961.0,Female,56,79,35
554751.0,Male,43,78,17
890433.0,Male,53,33,4
660973.0,Male,36,87,10
435687.0,Female,55,57,58
158220.0,Female,35,23,98
589723.0,Female,40,69,58
279215.0,Male,37,20,13
692467.0,Female,43,48,50
718295.0,Female,32,60,42
135878.0,Male,40,54,48
907871.0,Male,70,49,55
715392.0,Female,32,103,69
914341.0,Female,57,75,5
986914.0,Male,19,64,46
598318.0,Female,49,65,59
61834,Male,18,33,92
414986.0,Male,30,99,97
18193,Male,33,113,8
598501.0,Female,23,62,41
557025.0,Female,54,28,14
376778.0,Male,27,88,69
875315.0,Female,18,65,48
887809.0,Male,64,19,3
864378.0,Male,27,88,69
474149.0,Female,34,78,22
436318.0,Female,49,65,59
611724.0,Male,39,69,91
469868.0,Female,68,48,48
687394.0,Female,38,113,91
354666.0,Male,18,48,59
350819.0,Male,52,23,29
378185.0,Female,41,99,39
825220.0,Female,35,23,98
853157.0,Male,37,78,1
843183.0,Male,46,98,15
385371.0,Male,40,87,13
508578.0,Male,27,88,69
85057,Female,51,44,50
104171.0,Male,40,87,13
849108.0,Male,54,63,46
852785.0,Female,41,99,39
274218.0,Male,20,21,66
102321.0,Male,27,67,56
718601.0,Male,19,15,39
15663,Female,67,47,52
812214.0,Female,24,20,77
479060.0,Male,53,46,46
123998.0,Male,32,126,74
683549.0,Female,34,78,22
389480.0,Female,49,54,42
103035.0,Female,49,33,14
504934.0,Female,31,72,71
105246.0,Female,24,39,65
839902.0,Female,49,62,48
362880.0,Female,49,54,42
683464.0,Female,54,47,59
396685.0,Female,21,54,57
316715.0,Female,18,65,48
317080.0,Female,49,54,42
90552,Male,39,78,88
765971.0,Male,40,87,13
317357.0,Male,37,78,1
416944.0,Female,32,76,87
14296,Male,24,60,52
107115.0,Female,18,65,48
558735.0,Male,20,73,5
216239.0,Female,36,37,26
293930.0,Male,38,71,75
849645.0,Female,49,39,28
465249.0,Female,29,40,42
551856.0,Male,47,43,41
528922.0,Female,38,67,40
119354.0,Female,38,78,76
473682.0,Male,38,54,55
506306.0,Female,21,62,42
326830.0,Female,23,29,87
467380.0,Male,35,93,90
890420.0,Female,35,23,98
913869.0,Male,19,48,59
468910.0,Male,66,63,48
374760.0,Female,30,78,73
971488.0,Female,22,57,55
29657,Female,51,44,50
311851.0,Female,49,42,52
783934.0,Female,31,72,71
282460.0,Male,53,46,46
499321.0,Male,27,67,56
208252.0,Male,33,42,60
220798.0,Male,32,126,74
344126.0,Female,31,70,77
449475.0,Male,59,54,47
522736.0,Female,29,73,88
919865.0,Male,63,48,51
103316.0,Female,19,65,50
249830.0,Female,23,29,87
605774.0,Male,36,87,92
573691.0,Female,68,59,55
273200.0,Male,30,137,83
734585.0,Female,41,99,39
68195,Female,47,120,16
984770.0,Male,32,87,63
347346.0,Male,28,77,97
962619.0,Male,52,23,29
159333.0,Female,25,72,34
724102.0,Female,49,62,48
275501.0,Female,23,62,41
179484.0,Female,46,54,44
980537.0,Female,44,73,7
89019,Male,52,23,29
491953.0,Female,44,78,20
782850.0,Female,31,40,42
278336.0,Female,29,73,88
133672.0,Female,47,49,42
489886.0,Male,48,54,46
51942,Male,32,75,93
637758.0,Female,30,78,78
681285.0,Female,21,54,57
156077.0,Female,45,54,53
387885.0,Female,21,54,57
473253.0,Female,31,43,54
977130.0,Male,38,71,75
411109.0,Male,68,63,43
958005.0,Female,31,17,40
303022.0,Male,25,24,73
691202.0,Male,21,15,81
985769.0,Female,36,87,27
962884.0,Female,46,54,44
648136.0,Female,29,73,88
615895.0,Female,32,60,42
408620.0,Female,35,23,98
127282.0,Male,38,54,55
181540.0,Female,35,74,72
87622,Male,25,24,73
518490.0,Female,50,58,46
145123.0,Female,40,69,58
335524.0,Male,39,69,91
608009.0,Male,64,19,3
758037.0,Female,42,34,17
116877.0,Female,45,54,53
485590.0,Female,36,103,85
540741.0,Female,57,75,5
837408.0,Female,23,18,94
24591,Female,34,103,23
62669,Male,19,48,59
845018.0,Male,20,21,66
457501.0,Female,23,62,41
295149.0,Female,34,78,22
415840.0,Female,20,37,75
779244.0,Female,31,39,61
448891.0,Female,68,59,55
410132.0,Male,39,71,75
493270.0,Female,32,48,47
518475.0,Male,59,54,47
919250.0,Female,31,40,42
510318.0,Female,49,65,59
201553.0,Female,44,78,20
919581.0,Female,37,97,32
588883.0,Male,67,54,41
940130.0,Male,38,71,75
583123.0,Female,40,69,58
993385.0,Female,41,99,39
949373.0,Male,36,87,10
932972.0,Male,28,87,75
43157,Male,37,78,1
824165.0,Male,50,85,26
331829.0,Female,40,29,31
581903.0,Male,67,62,59
393438.0,Female,30,34,73
580164.0,Female,31,81,93
509651.0,Female,49,42,52
920490.0,Female,50,58,46
998546.0,Male,28,77,97
567190.0,Female,36,103,85
858545.0,Male,25,77,12
899539.0,Male,19,74,10
672813.0,Female,58,20,15
661873.0,Female,60,50,49
807374.0,Male,36,87,92
822992.0,Female,32,103,69
131644.0,Female,31,39,61
896867.0,Female,43,48,50
450228.0,Male,35,28,61
275156.0,Female,27,78,89
859644.0,Female,31,39,61
924604.0,Female,23,16,77
266972.0,Male,28,87,75
959774.0,Male,36,87,92
400839.0,Female,36,37,26
108545.0,Male,25,77,12
663570.0,Male,32,87,63
427397.0,Female,45,126,28
265644.0,Female,31,39,61
71661,Male,70,46,56
327208.0,Female,23,18,94
412668.0,Female,68,48,48
891666.0,Male,18,48,59
16605,Female,31,17,40
561832.0,Female,21,30,73
640440.0,Female,20,37,75
492385.0,Female,41,99,39
411858.0,Male,69,44,46
491246.0,Female,24,39,65
317376.0,Female,30,88,86
465767.0,Male,42,86,20
454471.0,Male,70,49,55
206005.0,Female,31,17,40
23735,Male,20,73,5
195739.0,Male,19,74,10
322554.0,Female,38,78,76
368401.0,Male,19,15,39
905383.0,Male,46,98,15
941596.0,Female,35,120,79
163499.0,Male,48,61,42
284752.0,Male,39,78,88
760661.0,Male,70,46,56
363379.0,Male,59,93,14
467267.0,Female,43,48,50
482177.0,Male,58,88,15
852366.0,Female,36,85,75
107067.0,Female,43,48,50
110592.0,Female,32,103,69
661499.0,Male,48,61,42
504187.0,Female,54,101,24
182550.0,Male,34,78,90
276489.0,Female,34,58,60
684921.0,Male,27,67,56
63132,Male,39,71,75
222026.0,Male,29,28,82
699462.0,Male,19,46,55
422703.0,Male,67,62,59
274533.0,Female,25,72,34
621013.0,Female,58,20,15
2077,Female,45,54,53
627116.0,Female,19,65,50
870876.0,Male,26,54,54
664461.0,Male,70,46,56
391818.0,Male,20,21,66
944719.0,Female,51,67,43
181012.0,Female,35,19,99
928564.0,Female,31,81,93
954323.0,Female,40,69,58
154630.0,Female,23,29,87
534582.0,Female,32,97,86
857278.0,Male,40,54,48
516156.0,Female,27,78,89
753860.0,Male,53,46,46
102059.0,Female,27,46,51
229113.0,Female,38,64,42
594124.0,Male,39,69,91
150203.0,Female,20,16,6
276789.0,Female,41,103,17
938866.0,Male,18,48,59
34618,Male,20,21,66
516894.0,Female,40,60,40
595632.0,Female,21,30,73
757017.0,Female,35,21,35
805804.0,Female,23,16,77
564698.0,Female,27,60,50
76667,Female,43,48,50
379998.0,Male,32,126,74
46875,Male,59,54,47
654539.0,Male,19,74,10
718888.0,Female,22,57,55
460001.0,Male,19,15,39
627162.0,Female,29,79,83
74770,Male,32,87,63
653569.0,Female,36,87,27
142204.0,Female,23,16,77
568347.0,Male,48,77,36
131089.0,Female,34,58,60
20330,Male,38,71,75
251750.0,Male,34,78,90
728745.0,Male,25,77,12
129445.0,Female,49,39,28
351432.0,Female,21,30,73
802959.0,Male,34,78,1
329266.0,Male,18,48,59
584809.0,Male,64,19,3
179543.0,Female,28,76,40
61172,Male,28,87,75
4428,Male,35,28,61
985299.0,Male,48,61,42
618645.0,Female,49,39,28
542623.0,Female,46,25,5
797709.0,Male,68,63,43
500878.0,Male,40,54,48
142117.0,Female,63,65,43
310831.0,Male,60,30,4
595694.0,Female,40,60,40
3163,Male,19,81,5
550139.0,Male,19,74,10
203943.0,Female,28,76,40
933447.0,Female,50,40,55
701806.0,Female,22,17,76
255268.0,Female,68,48,48
391958.0,Female,30,78,78
48687,Female,55,57,58
939876.0,Male,26,54,54
251690.0,Female,50,58,46
694424.0,Male,31,25,73
248824.0,Male,31,25,73
452177.0,Male,58,88,15
439552.0,Male,39,78,88
785998.0,Male,32,126,74
342710.0,Male,66,63,48
922701.0,Female,23,62,41
366728.0,Male,40,71,95
152913.0,Female,38,64,42
877356.0,Female,27,78,89
119251.0,Female,49,42,52
906819.0,Male,52,23,29
75697,Female,47,60,47
78288,Female,22,57,55
118501.0,Female,23,62,41
120974.0,Male,36,87,92
588131.0,Male,47,71,9
121257.0,Female,51,44,50
756558.0,Female,30,78,78
401619.0,Male,52,23,29
433646.0,Female,24,39,65
447280.0,Female,49,54,42
998767.0,Male,42,86,20
756395.0,Female,47,120,16
995067.0,Female,43,48,50
882636.0,Female,21,33,81
530294.0,Female,40,60,40
543534.0,Female,31,72,71
691316.0,Female,19,65,50
245784.0,Female,29,98,88
47507,Female,66,63,50
12634,Male,18,33,92
622165.0,Male,50,85,26
519109.0,Male,68,63,43
328993.0,Male,33,113,8
493431.0,Male,60,30,4
498026.0,Male,29,28,82
370391.0,Female,34,103,23
369862.0,Male,19,46,55
985472.0,Female,47,49,42
849596.0,Female,35,120,79
297062.0,Male,19,46,55
492711.0,Male,65,63,52
465807.0,Female,35,18,6
59420,Female,35,23,98
492387.0,Female,54,101,24
385154.0,Female,38,78,76
522144.0,Female,32,76,87
609033.0,Male,53,33,4
853344.0,Female,32,76,87
582155.0,Female,47,78,16
104840.0,Female,20,37,75
1197,Female,45,126,28
852599.0,Male,32,137,18
930113.0,Female,38,64,42
153945.0,Male,25,77,12
678211.0,Male,67,19,14
745783.0,Male,46,98,15
370157.0,Male,37,78,1
636496.0,Male,24,60,52
446906.0,Female,21,62,42
166168.0,Female,33,86,95
919135.0,Male,20,73,5
269492.0,Male,18,59,41
209109.0,Male,68,63,43
619294.0,Female,40,60,40
384539.0,Male,19,74,10
413345.0,Male,25,77,12
227978.0,Male,27,88,69
247380.0,Male,35,93,90
273342.0,Male,32,75,93
656888.0,Female,22,57,55
382625.0,Female,54,28,14
888237.0,Female,42,34,17
712592.0,Female,32,103,69
866673.0,Female,60,50,49
308421.0,Male,35,24,35
205076.0,Male,26,54,54
299731.0,Male,47,71,9
475138.0,Male,32,73,73
623909.0,Male,68,63,43
181084.0,Female,46,54,44
584192.0,Female,32,103,69
363598.0,Male,32,126,74
600508.0,Male,54,63,46
476478.0,Male,40,54,48
557804.0,Female,23,16,77
951546.0,Male,28,77,97
962585.0,Female,41,99,39
727206.0,Female,22,17,76
556173.0,Male,36,87,10
46037,Female,42,34,17
234763.0,Male,19,81,5
493638.0,Female,30,34,73
192540.0,Female,35,74,72
314862.0,Male,19,46,55
619808.0,Female,23,18,94
71237,Female,42,34,17
670726.0,Female,31,70,77
674957.0,Male,37,78,1
212183.0,Male,46,98,15
113954.0,Female,38,78,76
874564.0,Female,31,81,93
958612.0,Female,35,19,99
510586.0,Male,30,99,97
470289.0,Female,34,58,60
623946.0,Male,28,77,97
7533,Female,25,72,34
232233.0,Male,53,33,4
596814.0,Female,24,20,77
158195.0,Female,47,120,16
552795.0,Female,47,120,16
551947.0,Male,48,77,36
598522.0,Female,38,67,40
790686.0,Male,48,54,46
281241.0,Female,65,38,35
518458.0,Male,69,44,46
586007.0,Female,35,18,6
154485.0,Female,21,54,57
707565.0,Male,50,85,26
835941.0,Female,57,75,5
390294.0,Female,40,60,40
934439.0,Female,36,37,26
834334.0,Female,31,72,71
976888.0,Female,22,57,55
166071.0,Male,70,49,55
796627.0,Female,45,28,32
144278.0,Male,40,54,48
523951.0,Male,43,78,17
704147.0,Male,48,77,36
491926.0,Female,31,70,77
662788.0,Male,28,101,68
965394.0,Female,38,113,91
217472.0,Female,47,49,42
477971.0,Male,40,87,13
303668.0,Female,68,48,48
156587.0,Female,54,101,24
327032.0,Female,21,30,73
150979.0,Male,59,93,14
110284.0,Female,46,54,44
480837.0,Female,42,34,17
555290.0,Female,50,58,46
112642.0,Male,24,38,92
877077.0,Female,45,54,53
564906.0,Female,21,62,42
703650.0,Female,31,40,42
334194.0,Female,38,113,91
267277.0,Female,45,54,53
620980.0,Male,35,93,90
243641.0,Female,65,38,35
962821.0,Male,35,24,35
201525.0,Female,23,70,29
48814,Female,24,20,77
382851.0,Female,49,42,52
544802.0,Male,21,15,81
351569.0,Female,36,87,27
616447.0,Female,50,40,55
758728.0,Male,40,71,95
910781.0,Female,37,97,32
746140.0,Female,35,74,72
518500.0,Male,20,61,49
469808.0,Female,23,18,94
859019.0,Male,52,23,29
265498.0,Female,27,60,50
620399.0,Male,32,137,18
759967.0,Male,42,86,20
