id,gender,age,annual_income,spending_core
304683.0,Male,67,54,41
168132.0,Male,39,71,75
798147.0,Male,48,77,36
957895.0,Female,32,60,42
933816.0,Male,22,20,79
711053.0,Female,31,43,54
483549.0,Female,34,78,22
302657.0,Female,51,44,50
570134.0,Female,31,72,71
111819.0,Male,52,23,29
589,Female,41,103,17
740131.0,Male,47,71,9
930531.0,Male,47,71,9
406055.0,Female,50,43,45
551401.0,Male,19,15,39
90089,Female,34,58,60
768887.0,Female,55,57,58
536277.0,Female,45,54,53
848855.0,Female,50,43,45
941473.0,Female,60,50,49
293710.0,Male,66,63,48
552113.0,Female,38,64,42
727803.0,Female,20,16,6
264618.0,Male,20,21,66
360968.0,Female,33,86,95
23678,Male,40,54,48
173672.0,Female,47,49,42
615215.0,Male,37,20,13
732659.0,Female,27,46,51
58199,Male,32,137,18
660082.0,Male,38,54,55
262841.0,Female,65,38,35
821341.0,Female,57,75,5
75011,Male,67,19,14
655209.0,Male,64,19,3
439541.0,Female,57,75,5
18560,Female,30,78,73
113347.0,Male,48,77,36
749836.0,Female,21,33,81
827613.0,Female,58,20,15
108827.0,Female,45,28,32
585764.0,Female,31,81,93
604422.0,Male,25,24,73
617659.0,Female,27,46,51
343889.0,Female,34,58,60
483129.0,Male,59,71,11
606591.0,Female,34,103,23
819654.0,Male,59,43,60
344419.0,Male,52,23,29
192871.0,Male,70,49,55
576095.0,Female,32,60,42
71365,Male,50,85,26
272818.0,Male,20,21,66
189381.0,Female,37,97,32
354847.0,Female,50,40,55
650047.0,Female,50,40,55
273825.0,Female,54,28,14
283241.0,Female,65,38,35
408269.0,Male,19,48,59
826753.0,Female,44,78,20
238782.0,Female,32,97,86
30615,Male,37,20,13
697753.0,Female,44,78,20
458828.0,Male,35,28,61
419678.0,Male,40,54,48
533387.0,Female,54,101,24
933029.0,Female,40,29,31
402188.0,Male,28,101,68
552012.0,Female,35,19,99
869138.0,Male,32,73,73
861069.0,Male,19,48,59
671241.0,Female,65,38,35
827769.0,Female,36,87,27
198396.0,Female,35,120,79
399369.0,Female,36,87,27
30318,Female,49,65,59
774204.0,Female,23,16,77
33221,Male,35,24,35
310187.0,Female,54,101,24
812529.0,Male,59,71,11
529717.0,Female,63,65,43
413292.0,Male,18,59,41
784332.0,Male,39,71,75
43855,Female,50,43,45
300414.0,Female,24,20,77
453654.0,Male,59,43,60
723499.0,Male,48,61,42
59065,Male,63,48,51
221357.0,Male,37,78,1
915514.0,Male,19,64,46
463895.0,Female,32,60,42
330395.0,Female,47,120,16
486054.0,Male,59,43,60
960453.0,Female,31,43,54
241377.0,Male,58,88,15
968396.0,Female,35,120,79
245389.0,Female,41,103,17
241072.0,Female,47,49,42
1323,Female,40,69,58
782827.0,Female,45,28,32
880624.0,Male,31,25,73
804216.0,Male,22,20,79
425713.0,Female,38,64,42
61942,Male,32,75,93
302816.0,Male,22,20,79
472191.0,Female,34,103,23
420738.0,Male,32,73,73
781644.0,Female,31,39,61
782183.0,Male,46,98,15
994345.0,Male,25,77,12
229790.0,Female,36,103,85
468712.0,Female,19,63,54
890880.0,Female,49,54,42
940011.0,Male,67,19,14
945114.0,Male,19,64,46
785694.0,Female,40,60,40
972618.0,Male,20,21,66
697711.0,Male,65,63,52
676089.0,Female,34,58,60
34567,Male,42,86,20
519379.0,Male,59,93,14
73843,Male,48,39,36
319928.0,Male,40,71,95
745610.0,Female,30,19,72
494666.0,Male,18,48,59
478747.0,Male,48,77,36
645696.0,Male,24,60,52
885502.0,Female,49,62,48
598003.0,Female,20,16,6
862093.0,Male,48,60,49
443587.0,Female,54,101,24
508849.0,Female,29,40,42
763509.0,Male,68,63,43
626341.0,Female,57,75,5
875406.0,Female,22,17,76
148604.0,Female,23,16,77
612218.0,Male,20,21,66
761248.0,Female,27,40,47
527393.0,Male,33,113,8
420378.0,Male,27,88,69
625287.0,Female,55,57,58
208585.0,Female,41,99,39
706613.0,Female,58,20,15
680994.0,Female,38,113,91
158918.0,Female,49,65,59
204106.0,Female,21,62,42
227796.0,Female,35,120,79
643713.0,Female,38,64,42
201410.0,Female,30,19,72
783161.0,Female,56,79,35
711676.0,Male,26,54,54
471168.0,Female,33,86,95
583350.0,Male,34,78,90
111823.0,Female,46,25,5
759008.0,Female,23,18,94
933929.0,Male,59,71,11
414972.0,Male,28,87,75
677242.0,Male,24,38,92
982593.0,Male,33,113,8
654100.0,Male,20,61,49
230721.0,Male,27,67,56
601272.0,Female,47,49,42
806479.0,Female,23,54,52
260205.0,Female,31,17,40
597193.0,Male,33,113,8
94369,Female,36,87,27
827377.0,Male,58,88,15
754845.0,Female,49,39,28
859384.0,Female,29,98,88
201030.0,Female,23,29,87
