id,gender,age,annual_income,spending_core
671778.0,Male,27,88,69
211807.0,Female,35,18,6
26049,Female,29,40,42
834301.0,Female,23,62,41
822752.0,Male,39,78,88
546682.0,Male,38,54,55
38371,Male,40,87,13
689295.0,Female,32,60,42
459444.0,Female,31,39,61
906886.0,Male,48,54,46
103374.0,Male,36,87,92
543426.0,Male,29,28,82
314686.0,Male,48,54,46
231829.0,Female,40,29,31
283243.0,Male,48,39,36
716308.0,Male,54,63,46
281148.0,Female,32,77,74
948550.0,Male,34,78,90
396068.0,Female,68,48,48
959222.0,Male,25,24,73
273041.0,Female,65,38,35
826487.0,Female,55,57,58
741397.0,Female,45,126,28
266315.0,Female,18,65,48
728357.0,Male,37,78,1
262403.0,Female,20,16,6
251467.0,Female,43,48,50
597482.0,Male,38,54,55
420545.0,Male,25,77,12
818424.0,Male,31,25,73
25677,Female,45,54,53
519767.0,Male,42,86,20
878039.0,Female,36,37,26
198636.0,Female,21,33,81
448881.0,Male,57,54,51
942266.0,Male,18,48,59
969474.0,Female,60,50,56
39019,Male,52,23,29
943992.0,Female,32,103,69
793289.0,Female,34,58,60
158860.0,Male,53,46,46
984047.0,Female,50,40,55
516291.0,Female,68,59,55
101825.0,Female,54,28,14
524663.0,Female,67,47,52
809947.0,Male,48,77,36
879054.0,Male,59,43,60
636755.0,Female,47,78,16
119788.0,Male,28,101,68
159773.0,Male,36,87,10
8752,Male,39,78,88
779921.0,Male,27,67,56
884475.0,Male,59,54,47
604319.0,Female,51,67,43
192062.0,Male,19,46,55
866107.0,Female,66,63,50
978517.0,Female,63,65,43
898298.0,Female,27,60,50
145588.0,Male,28,101,68
41637,Female,42,34,17
781426.0,Male,29,28,82
27129,Male,59,71,11
989543.0,Female,28,76,40
456821.0,Male,35,24,35
401405.0,Female,31,17,40
328260.0,Male,53,46,46
429944.0,Female,32,76,87
10152,Male,39,78,88
479746.0,Male,28,77,97
245075.0,Male,59,54,47
61922,Female,38,67,40
312709.0,Male,68,63,43
222153.0,Female,44,78,20
28452,Male,33,42,60
352549.0,Female,34,78,22
220196.0,Female,35,120,79
114865.0,Male,63,48,51
906807.0,Female,35,18,6
228481.0,Male,57,54,51
898922.0,Female,38,67,40
543071.0,Male,70,49,55
791085.0,Female,21,54,57
933611.0,Male,67,19,14
456878.0,Male,40,54,48
937622.0,Male,25,24,73
12501,Female,23,62,41
615339.0,Male,19,74,10
532447.0,Female,50,40,55
39034,Male,18,33,92
218620.0,Female,35,23,98
688203.0,Female,20,16,6
40376,Female,30,88,86
708105.0,Male,49,62,56
48618,Male,20,21,66
48017,Female,35,21,35
534885.0,Female,21,54,57
6030,Female,23,29,87
931054.0,Male,59,43,60
462799.0,Male,32,137,18
525702.0,Female,49,62,48
517035.0,Female,49,33,14
802480.0,Female,49,54,42
615954.0,Female,38,78,76
376461.0,Male,70,46,56
997326.0,Female,31,70,77
439140.0,Female,35,74,72
677165.0,Male,50,85,26
927481.0,Male,57,54,51
294481.0,Male,57,54,51
526302.0,Female,49,62,48
398717.0,Female,63,65,43
21365,Male,50,85,26
864577.0,Male,58,88,15
768731.0,Male,47,71,9
338411.0,Male,67,19,14
140361.0,Female,56,79,35
471011.0,Male,67,19,14
903750.0,Male,34,78,90
712515.0,Female,18,65,48
836079.0,Female,23,54,52
821062.0,Male,19,46,55
807606.0,Female,22,17,76
647628.0,Male,35,28,61
