id,gender,age,annual_income,spending_core
877317.0,Female,63,65,43
745388.0,Male,28,101,68
798232.0,Female,21,30,73
276820.0,Female,35,23,98
870836.0,Female,21,33,81
371346.0,Male,28,77,97
129937.0,Female,44,73,7
156196.0,Female,35,120,79
605141.0,Female,57,75,5
540610.0,Female,30,19,72
242728.0,Male,40,71,95
465928.0,Male,40,71,95
888072.0,Female,47,49,42
324743.0,Female,28,76,40
968791.0,Female,34,103,23
882691.0,Female,68,59,55
867246.0,Female,24,39,65
987444.0,Female,31,39,61
31595,Female,47,120,16
964318.0,Female,49,65,59
239453.0,Female,31,43,54
77468,Female,68,48,48
815429.0,Female,40,29,31
729789.0,Female,41,103,17
734709.0,Male,68,63,43
672688.0,Female,22,57,55
253834.0,Male,18,33,92
858193.0,Male,33,113,8
484253.0,Female,31,43,54
858716.0,Female,19,65,50
491125.0,Female,23,70,29
675900.0,Male,20,61,49
788237.0,Female,42,34,17
884271.0,Male,70,49,55
143414.0,Female,24,20,77
575568.0,Female,33,86,95
567577.0,Male,58,88,15
244308.0,Male,54,63,46
864057.0,Female,51,44,50
271726.0,Female,31,70,77
460096.0,Male,24,60,52
942123.0,Female,40,69,58
183856.0,Male,47,43,41
433107.0,Female,66,63,50
352542.0,Male,32,75,93
410043.0,Male,48,39,36
742538.0,Male,32,73,73
409091.0,Female,68,59,55
863350.0,Male,34,78,90
705283.0,Male,67,54,41
36974,Male,36,87,92
625325.0,Female,23,70,29
278889.0,Female,34,58,60
773910.0,Male,66,63,48
816150.0,Male,34,78,90
23009,Male,64,19,3
394004.0,Female,23,16,77
230582.0,Female,32,97,86
862772.0,Male,28,87,75
589472.0,Female,47,49,42
360558.0,Female,30,78,78
77438,Female,30,34,73
317380.0,Male,35,93,90
751063.0,Female,67,47,52
721950.0,Male,34,78,90
829155.0,Female,47,78,16
597187.0,Female,54,101,24
14534,Female,31,72,71
475586.0,Male,30,99,97
976087.0,Female,55,57,58
831943.0,Female,28,76,40
692168.0,Female,33,86,95
521332.0,Male,39,71,75
544894.0,Female,40,60,40
548014.0,Female,24,20,77
793193.0,Male,33,113,8
931746.0,Male,28,77,97
455340.0,Female,35,74,72
614491.0,Female,68,59,55
364771.0,Male,40,87,13
900057.0,Female,51,44,50
187075.0,Male,59,54,47
751535.0,Male,20,73,5
269719.0,Female,51,67,43
309153.0,Female,44,78,20
950659.0,Female,27,46,51
84376,Female,30,88,86
492715.0,Female,18,65,48
802306.0,Female,21,62,42
893467.0,Female,43,48,50
738784.0,Female,29,98,88
762387.0,Female,54,101,24
559481.0,Male,57,54,51
839233.0,Male,53,33,4
40935,Male,20,73,5
492328.0,Male,40,71,95
900570.0,Male,32,87,63
413811.0,Male,67,19,14
210612.0,Female,35,19,99
497017.0,Female,35,21,35
933872.0,Female,47,49,42
808676.0,Male,26,54,54
435372.0,Male,28,87,75
719500.0,Male,20,61,49
817705.0,Male,49,62,56
406744.0,Female,32,76,87
967745.0,Male,25,77,12
479276.0,Male,26,54,54
727630.0,Female,23,29,87
117343.0,Female,28,76,40
526333.0,Female,25,72,34
306421.0,Male,35,24,35
404033.0,Male,53,33,4
684414.0,Female,24,20,77
612724.0,Male,39,69,91
426327.0,Male,43,71,35
920591.0,Female,34,103,23
873432.0,Female,21,30,73
642461.0,Male,70,46,56
558036.0,Female,21,33,81
972864.0,Female,54,47,59
971137.0,Female,44,73,7
936297.0,Female,47,60,47
52088,Female,22,57,55
251468.0,Female,68,48,48
383199.0,Male,32,137,18
923425.0,Female,54,28,14
14262,Male,19,46,55
576481.0,Male,57,54,51
335865.0,Male,63,48,51
318885.0,Female,21,54,57
521888.0,Female,22,57,55
163091.0,Female,68,59,55
324944.0,Female,32,76,87
284906.0,Female,21,62,42
725086.0,Male,48,54,46
305673.0,Female,60,50,49
124204.0,Female,23,16,77
161005.0,Female,31,17,40
727777.0,Male,58,88,15
736124.0,Male,39,69,91
779495.0,Female,32,60,42
589711.0,Male,65,63,52
513888.0,Female,22,57,55
270517.0,Female,63,65,43
3996,Female,35,120,79
236439.0,Female,36,37,26
626929.0,Male,59,71,11
329007.0,Female,35,18,6
799974.0,Male,36,87,92
415639.0,Female,36,37,26
309664.0,Female,54,47,59
140476.0,Male,26,54,54
545524.0,Male,39,69,91
807557.0,Male,37,78,1
255937.0,Female,44,73,7
826600.0,Male,30,137,83
585862.0,Male,19,46,55
651909.0,Male,68,63,43
86018,Male,20,21,66
887814.0,Female,24,20,77
858620.0,Female,35,23,98
284163.0,Male,19,81,5
141203.0,Female,20,16,6
324545.0,Male,25,77,12
212174.0,Male,36,87,92
850406.0,Female,22,17,76
220909.0,Male,68,63,43
885540.0,Female,35,74,72
471917.0,Female,63,65,43
839416.0,Male,22,20,79
773709.0,Male,68,63,43
229680.0,Female,49,54,42
195688.0,Female,22,57,55
288294.0,Female,40,60,40
762026.0,Male,29,28,82
680947.0,Male,48,77,36
710041.0,Female,65,38,35
201188.0,Male,28,101,68
717931.0,Male,47,71,9
731625.0,Female,54,28,14
945660.0,Male,53,46,46
864040.0,Female,20,37,75
955326.0,Female,31,70,77
951179.0,Male,59,93,14
232798.0,Male,32,126,74
944651.0,Female,49,42,52
239763.0,Male,19,81,5
484256.0,Male,47,43,41
368385.0,Female,41,99,39
260180.0,Male,35,93,90
712655.0,Female,50,43,45
699690.0,Female,50,58,46
28213,Female,58,20,15
462916.0,Female,19,65,50
691371.0,Male,40,87,13
138754.0,Female,38,78,76
958487.0,Female,55,57,58
630287.0,Female,55,57,58
266761.0,Female,56,79,35
154362.0,Female,29,79,83
93793,Male,33,113,8
232100.0,Male,20,61,49
104213.0,Female,58,20,15
150900.0,Male,20,61,49
535397.0,Female,45,126,28
359220.0,Female,35,23,98
500310.0,Male,66,63,48
777170.0,Male,32,87,63
13312,Female,19,63,54
590041.0,Female,65,38,35
88875,Male,59,54,47
831951.0,Male,43,78,17
818308.0,Male,54,63,46
741074.0,Female,60,50,56
678221.0,Male,35,24,35
876796.0,Female,35,120,79
485504.0,Male,26,62,55
631848.0,Female,27,40,47
990021.0,Male,35,24,35
858099.0,Male,48,61,42
862592.0,Female,32,103,69
480034.0,Male,18,33,92
298615.0,Male,37,20,13
370582.0,Female,32,97,86
459609.0,Male,64,19,3
324348.0,Female,32,77,74
8506,Female,21,62,42
239933.0,Female,25,72,34
616997.0,Female,45,126,28
375392.0,Female,32,103,69
218736.0,Female,29,73,88
835411.0,Male,67,19,14
619455.0,Female,50,43,45
253273.0,Female,60,50,49
946651.0,Female,49,42,52
943661.0,Male,70,46,56
382248.0,Female,27,40,47
150081.0,Male,57,54,51
304378.0,Male,27,88,69
843620.0,Female,35,23,98
919926.0,Female,31,70,77
400786.0,Male,30,99,97
912252.0,Male,33,42,60
219521.0,Male,27,67,56
770857.0,Female,51,44,50
272303.0,Male,67,62,59
384597.0,Female,45,126,28
434764.0,Female,31,81,93
292138.0,Male,32,73,73
728259.0,Female,27,46,51
792391.0,Female,34,103,23
450363.0,Male,19,81,5
962710.0,Male,66,63,48
610906.0,Female,21,62,42
868370.0,Male,32,87,63
822146.0,Male,28,77,97
586487.0,Female,55,57,58
375275.0,Male,59,54,47
131540.0,Female,35,74,72
30860,Male,53,46,46
872097.0,Female,47,60,47
311808.0,Female,23,18,94
94596,Female,35,120,79
26752,Male,39,78,88
940594.0,Female,38,113,91
87443,Male,48,39,36
177324.0,Male,39,69,91
24684,Female,46,54,44
150517.0,Female,63,65,43
422420.0,Female,35,23,98
180646.0,Female,24,39,65
832078.0,Male,40,54,48
160397.0,Female,45,126,28
346357.0,Male,37,78,1
243252.0,Male,33,42,60
53320,Female,50,67,57
915946.0,Male,28,77,97
243122.0,Female,38,67,40
15048,Female,27,40,47
895880.0,Female,49,54,42
376545.0,Male,25,77,12
78318,Female,49,65,59
818114.0,Male,19,64,46
17377,Male,58,88,15
831193.0,Male,33,113,8
383834.0,Male,18,33,92
750629.0,Female,40,29,31
275520.0,Female,50,67,57
814446.0,Female,24,39,65
254497.0,Female,47,60,47
278266.0,Male,18,48,59
693938.0,Male,32,73,73
64491,Female,68,59,55
640189.0,Female,41,103,17
663046.0,Female,24,39,65
824498.0,Female,27,60,50
694766.0,Female,36,85,75
770954.0,Female,38,78,76
410595.0,Female,47,120,16
685540.0,Female,35,74,72
468109.0,Male,68,63,43
480616.0,Male,22,20,79
559880.0,Female,49,54,42
945287.0,Female,55,57,58
417171.0,Male,40,87,13
82919,Female,51,67,43
652666.0,Male,18,48,59
19375,Female,52,88,13
760871.0,Male,70,49,55
502523.0,Female,40,69,58
277987.0,Female,54,101,24
510089.0,Female,34,58,60
632973.0,Male,36,87,10
600937.0,Female,44,73,7
834501.0,Female,23,62,41
448337.0,Female,44,73,7
199672.0,Female,47,49,42
113000.0,Male,30,137,83
258672.0,Female,47,49,42
321788.0,Male,28,101,68
276836.0,Female,21,33,81
148562.0,Female,29,79,83
398657.0,Female,51,44,50
813311.0,Male,65,63,52
887199.0,Male,32,137,18
260258.0,Male,69,44,46
964990.0,Female,36,103,85
899881.0,Male,57,54,51
36660,Male,53,46,46
384338.0,Male,32,73,73
973599.0,Male,32,137,18
461018.0,Male,20,21,66
568636.0,Female,21,33,81
205270.0,Female,32,48,47
227310.0,Male,66,63,48
590393.0,Male,33,113,8
5798,Male,32,126,74
23625,Female,54,28,14
220820.0,Female,35,23,98
911181.0,Female,37,97,32
494247.0,Female,50,40,55
358380.0,Male,35,93,90
437680.0,Female,49,54,42
510175.0,Female,52,88,13
658648.0,Female,27,40,47
598916.0,Female,19,65,50
101210.0,Female,30,19,72
686656.0,Male,47,43,41
662429.0,Female,40,29,31
92635,Female,49,33,14
998340.0,Female,35,74,72
328251.0,Female,49,42,52
133594.0,Female,38,113,91
369620.0,Female,35,23,98
676344.0,Female,32,76,87
90105,Male,49,62,56
931782.0,Female,32,97,86
727811.0,Male,67,19,14
10293,Male,48,60,49
195774.0,Male,36,87,92
57963,Male,19,81,5
584580.0,Male,35,93,90
686136.0,Female,29,73,88
671899.0,Male,48,61,42
410057.0,Female,51,44,50
989200.0,Male,30,137,83
657757.0,Male,37,78,1
803530.0,Male,38,71,75
389663.0,Female,67,47,52
320822.0,Male,25,24,73
524941.0,Female,57,75,5
730282.0,Male,38,54,55
40867,Female,43,48,50
35868,Female,68,48,48
888486.0,Male,48,54,46
312383.0,Male,46,98,15
338131.0,Male,47,71,9
627718.0,Female,49,65,59
25322,Female,38,67,40
635822.0,Male,25,24,73
478197.0,Female,45,126,28
881114.0,Male,19,64,46
609794.0,Female,38,113,91
637584.0,Female,29,98,88
604329.0,Male,59,71,11
502247.0,Female,50,40,55
636962.0,Female,29,79,83
512240.0,Female,20,37,75
396120.0,Female,50,67,57
17345,Male,25,77,12
543905.0,Male,49,62,56
38534,Female,31,72,71
578697.0,Female,47,60,47
856424.0,Male,31,25,73
149475.0,Male,59,54,47
613234.0,Male,18,33,92
36939,Male,19,74,10
222255.0,Female,50,43,45
131177.0,Male,58,88,15
827658.0,Male,69,44,46
291807.0,Female,35,18,6
109936.0,Female,29,73,88
716542.0,Male,32,75,93
339583.0,Male,46,98,15
379705.0,Male,49,62,56
107757.0,Male,37,78,1
478936.0,Female,29,73,88
936825.0,Female,54,28,14
851628.0,Male,35,28,61
24336,Female,29,73,88
980091.0,Female,68,59,55
53011,Male,67,19,14
667231.0,Male,60,30,4
389547.0,Male,48,77,36
164765.0,Male,50,85,26
268538.0,Male,32,73,73
261874.0,Female,60,50,56
722981.0,Female,37,97,32
102077.0,Female,45,54,53
644377.0,Male,58,88,15
645612.0,Female,35,19,99
39685,Female,21,54,57
21782,Female,32,97,86
316681.0,Male,57,54,51
32784,Female,29,98,88
183485.0,Female,21,54,57
