id,gender,age,annual_income,spending_core
284502.0,Female,49,62,48
150973.0,Male,36,87,10
238732.0,Male,39,71,75
259174.0,Male,36,87,92
769080.0,Female,49,54,42
520289.0,Female,34,58,60
681229.0,Female,40,29,31
934237.0,Female,42,34,17
636203.0,Female,20,16,6
549594.0,Female,38,113,91
213123.0,Female,40,69,58
760244.0,Female,31,39,61
264478.0,Male,40,54,48
941009.0,Male,64,19,3
929230.0,Female,23,29,87
706168.0,Female,33,86,95
231554.0,Female,38,78,76
920652.0,Male,33,42,60
903365.0,Male,50,85,26
733732.0,Male,39,71,75
556728.0,Male,40,71,95
889543.0,Female,28,76,40
120883.0,Male,67,54,41
127196.0,Female,35,120,79
11335,Male,20,73,5
557595.0,Female,47,120,16
717248.0,Female,27,40,47
983781.0,Female,37,97,32
138384.0,Female,29,98,88
320465.0,Male,63,48,51
509267.0,Female,43,48,50
32713,Female,38,64,42
141570.0,Male,32,87,63
210486.0,Male,48,54,46
934698.0,Female,27,60,50
826861.0,Male,70,46,56
482474.0,Female,60,50,56
648465.0,Male,63,48,51
991948.0,Female,32,77,74
283742.0,Male,32,75,93
205947.0,Male,48,77,36
635203.0,Female,20,16,6
225503.0,Male,67,62,59
661477.0,Female,45,54,53
988861.0,Male,70,46,56
24516,Female,19,65,50
409656.0,Male,47,43,41
204231.0,Male,60,30,4
39715,Female,18,65,48
444934.0,Female,31,72,71
703199.0,Male,32,137,18
562162.0,Female,29,79,83
673500.0,Male,20,61,49
282968.0,Female,33,86,95
420185.0,Female,41,99,39
687680.0,Female,49,54,42
572091.0,Female,68,59,55
708251.0,Female,49,42,52
22369,Female,36,87,27
294194.0,Female,38,113,91
907332.0,Male,39,71,75
900827.0,Female,45,28,32
596392.0,Female,32,103,69
834294.0,Female,40,60,40
98905,Male,49,62,56
792421.0,Male,35,24,35
616102.0,Female,49,62,48
597366.0,Female,36,85,75
368589.0,Female,41,103,17
273128.0,Male,40,71,95
463157.0,Male,37,78,1
292236.0,Female,21,33,81
951194.0,Female,38,113,91
729560.0,Female,30,78,73
157009.0,Male,64,19,3
895188.0,Male,28,101,68
649739.0,Male,19,74,10
510375.0,Female,52,88,13
940642.0,Male,24,38,92
897994.0,Female,38,113,91
139057.0,Female,51,44,50
296265.0,Male,63,48,51
731983.0,Male,46,98,15
8422,Male,25,24,73
45801,Male,19,15,39
567858.0,Male,69,44,46
572957.0,Male,37,78,1
730033.0,Male,53,33,4
401197.0,Female,45,126,28
824103.0,Male,67,62,59
563245.0,Female,49,39,28
48571,Male,40,87,13
55746,Male,28,77,97
194082.0,Male,38,54,55
285382.0,Female,32,97,86
947367.0,Male,42,86,20
301707.0,Female,66,63,50
435564.0,Female,31,81,93
543346.0,Male,28,77,97
688673.0,Female,60,50,49
453518.0,Female,49,65,59
578041.0,Female,65,38,35
258769.0,Female,36,87,27
775254.0,Male,59,43,60
959883.0,Male,67,54,41
495442.0,Male,24,38,92
270014.0,Female,24,20,77
853866.0,Male,18,48,59
176770.0,Male,32,87,63
301659.0,Female,27,46,51
408809.0,Male,64,19,3
417372.0,Male,28,87,75
604198.0,Male,32,126,74
704585.0,Female,41,99,39
9940,Female,35,74,72
197342.0,Male,32,75,93
250439.0,Female,36,37,26
418625.0,Female,54,28,14
99383,Male,46,98,15
570939.0,Male,19,74,10
46381,Female,37,97,32
250203.0,Female,20,16,6
663651.0,Female,49,42,52
605221.0,Male,35,24,35
744376.0,Female,30,88,86
596608.0,Female,23,18,94
116024.0,Male,31,25,73
474742.0,Male,32,75,93
439091.0,Female,68,59,55
286259.0,Female,27,46,51
276351.0,Male,43,78,17
505183.0,Male,46,98,15
332027.0,Female,45,28,32
65490,Female,50,58,46
808885.0,Female,21,54,57
339199.0,Male,32,137,18
415029.0,Female,40,29,31
914156.0,Female,27,78,89
35060,Male,53,46,46
350338.0,Male,32,73,73
88166,Female,36,85,75
876915.0,Female,18,65,48
284407.0,Female,35,18,6
792940.0,Female,35,74,72
769215.0,Male,37,20,13
683099.0,Male,48,61,42
149481.0,Male,57,54,51
220122.0,Female,38,67,40
908280.0,Female,49,54,42
553923.0,Female,40,69,58
882243.0,Male,48,39,36
413741.0,Female,57,75,5
563866.0,Male,18,48,59
561283.0,Male,67,54,41
44056,Male,47,43,41
203134.0,Female,31,72,71
731269.0,Male,19,48,59
303107.0,Female,66,63,50
336132.0,Male,39,71,75
249502.0,Female,49,62,48
118685.0,Female,21,54,57
180058.0,Male,69,44,46
654941.0,Female,57,75,5
352559.0,Male,34,78,1
854791.0,Female,34,103,23
370610.0,Female,30,19,72
138045.0,Female,49,39,28
537917.0,Female,63,65,43
839095.0,Female,32,60,42
673876.0,Male,26,54,54
687643.0,Male,48,39,36
93034,Male,18,33,92
313084.0,Female,46,54,44
635244.0,Female,31,39,61
371841.0,Female,65,38,35
530338.0,Male,32,73,73
89703,Male,67,62,59
121221.0,Male,35,24,35
506309.0,Male,68,63,43
475135.0,Male,20,73,5
339859.0,Female,27,46,51
590289.0,Female,34,58,60
835173.0,Male,36,87,10
801603.0,Female,20,16,6
522546.0,Male,28,77,97
793701.0,Female,23,62,41
146168.0,Female,33,86,95
796912.0,Female,19,63,54
460756.0,Female,27,78,89
620741.0,Female,57,75,5
782226.0,Male,29,28,82
530805.0,Female,31,17,40
420728.0,Male,40,71,95
666786.0,Male,30,99,97
957237.0,Female,42,34,17
536446.0,Female,24,39,65
604717.0,Female,63,65,43
999459.0,Female,27,46,51
184651.0,Female,49,42,52
551030.0,Female,23,29,87
854105.0,Male,49,62,56
855987.0,Female,54,101,24
528856.0,Male,47,43,41
844817.0,Female,35,21,35
104953.0,Female,44,78,20
673427.0,Female,45,28,32
956610.0,Female,30,19,72
933125.0,Female,23,70,29
531712.0,Female,19,63,54
938694.0,Female,40,60,40
560323.0,Female,40,69,58
315421.0,Male,35,24,35
222928.0,Male,40,71,95
203885.0,Female,21,54,57
569048.0,Female,27,40,47
252224.0,Male,31,25,73
943766.0,Female,36,85,75
131166.0,Female,36,85,75
8647,Female,50,40,55
235036.0,Female,21,33,81
443503.0,Male,67,62,59
374894.0,Female,40,60,40
456377.0,Male,58,88,15
856333.0,Female,25,72,34
503867.0,Female,43,48,50
94150,Male,34,78,90
133964.0,Female,31,81,93
916774.0,Male,36,87,92
588711.0,Male,65,63,52
